time,d,rssi
1650978788.0,3.0,64.0
1650978788.0,9.0,82.0
1650978789.0,6.0,77.0
1650978789.0,1.0,56.0
1650978789.0,3.0,64.0
1650978790.0,1.0,56.0
1650978791.0,6.0,78.0
1650978791.0,1.0,55.0
1650978791.0,3.0,61.0
1650978791.0,3.0,61.0
1650978792.0,6.0,78.0
1650978793.0,9.0,85.0
1650978794.0,6.0,79.0
1650978794.0,1.0,68.0
1650978794.0,3.0,61.0
1650978795.0,6.0,79.0
1650978795.0,9.0,88.0
1650978796.0,9.0,93.0
1650978797.0,6.0,91.0
1650978797.0,1.0,63.0
1650978797.0,3.0,70.0
1650978810.0,3.0,75.0
1650978811.0,1.0,55.0
1650978812.0,1.0,59.0
1650978812.0,6.0,74.0
1650978814.0,6.0,79.0
1650978814.0,1.0,53.0
1650978814.0,3.0,65.0
1650978814.0,3.0,60.0
1650978815.0,6.0,76.0
1650978816.0,9.0,90.0
1650978817.0,1.0,55.0
1650978817.0,3.0,61.0
1650978818.0,6.0,86.0
1650978818.0,3.0,61.0
1650978818.0,9.0,85.0
1650978819.0,1.0,74.0
1650978820.0,1.0,69.0
1650978820.0,3.0,71.0
1650978820.0,9.0,85.0
1650978821.0,3.0,68.0
1650978822.0,6.0,85.0
1650978822.0,3.0,65.0
1650978824.0,3.0,66.0
1650978825.0,1.0,58.0
1650978826.0,6.0,79.0
1650978826.0,3.0,66.0
1650978826.0,9.0,79.0
1650978827.0,9.0,79.0
1650978827.0,3.0,71.0
1650978828.0,1.0,54.0
1650978828.0,9.0,83.0
1650978829.0,6.0,76.0
1650978829.0,1.0,57.0
1650978830.0,6.0,76.0
1650978830.0,9.0,85.0
1650978831.0,3.0,63.0
1650978831.0,1.0,61.0
1650978831.0,9.0,86.0
1650978832.0,3.0,63.0
1650978833.0,6.0,91.0
1650978833.0,1.0,70.0
1650978833.0,3.0,71.0
1650978833.0,9.0,91.0
1650978835.0,6.0,83.0
1650978835.0,1.0,58.0
1650978835.0,9.0,79.0
1650978836.0,6.0,80.0
1650978836.0,3.0,66.0
1650978837.0,1.0,55.0
1650978837.0,3.0,68.0
1650978837.0,9.0,77.0
1650978838.0,6.0,85.0
1650978838.0,9.0,81.0
1650978839.0,1.0,55.0
1650978839.0,3.0,64.0
1650978840.0,6.0,70.0
1650978840.0,3.0,65.0
1650978840.0,9.0,80.0
1650978841.0,6.0,71.0
1650978841.0,3.0,70.0
1650978842.0,1.0,64.0
1650978843.0,6.0,85.0
1650978843.0,3.0,65.0
1650978843.0,9.0,90.0
1650978844.0,6.0,91.0
1650978844.0,1.0,66.0
1650978844.0,3.0,65.0
1650978845.0,6.0,92.0
1650978845.0,3.0,72.0
1650978845.0,9.0,85.0
1650978847.0,3.0,66.0
1650978848.0,1.0,58.0
1650978848.0,9.0,88.0
1650978849.0,6.0,81.0
1650978850.0,1.0,55.0
1650978850.0,3.0,62.0
1650978850.0,9.0,77.0
1650978851.0,6.0,78.0
1650978851.0,1.0,53.0
1650978852.0,3.0,65.0
1650978852.0,9.0,78.0
1650978854.0,1.0,60.0
1650978854.0,9.0,81.0
1650978854.0,1.0,56.0
1650978856.0,1.0,63.0
1650978856.0,3.0,64.0
1650978856.0,9.0,84.0
1650978857.0,1.0,63.0
1650978859.0,1.0,63.0
1650978860.0,6.0,79.0
1650978860.0,1.0,55.0
1650978860.0,3.0,69.0
1650978860.0,9.0,77.0
1650978861.0,6.0,76.0
1650978861.0,3.0,71.0
1650978862.0,1.0,60.0
1650978863.0,6.0,80.0
1650978863.0,3.0,73.0
1650978863.0,9.0,83.0
1650978864.0,6.0,72.0
1650978865.0,1.0,59.0
1650978866.0,6.0,77.0
1650978866.0,3.0,65.0
1650978866.0,9.0,81.0
1650978867.0,1.0,63.0
1650978867.0,3.0,67.0
1650978868.0,6.0,87.0
1650978868.0,9.0,85.0
1650978872.0,6.0,80.0
1650978872.0,1.0,63.0
1650978872.0,3.0,68.0
1650978873.0,6.0,83.0
1650978873.0,3.0,66.0
1650978873.0,9.0,83.0
1650978874.0,6.0,73.0
1650978874.0,1.0,56.0
1650978874.0,3.0,68.0
1650978875.0,9.0,79.0
1650978875.0,1.0,55.0
1650978875.0,3.0,63.0
1650978876.0,6.0,74.0
1650978876.0,9.0,78.0
1650978877.0,6.0,82.0
1650978877.0,1.0,53.0
1650978877.0,3.0,65.0
1650978878.0,3.0,72.0
1650978879.0,6.0,68.0
1650978879.0,9.0,81.0
1650978880.0,1.0,49.0
1650978881.0,6.0,68.0
1650978881.0,3.0,66.0
1650978882.0,1.0,52.0
1650978883.0,1.0,55.0
1650978884.0,6.0,85.0
1650978884.0,3.0,66.0
1650978884.0,9.0,76.0
1650978885.0,6.0,85.0
1650978885.0,3.0,71.0
1650978885.0,9.0,76.0
1650978886.0,1.0,51.0
1650978887.0,6.0,72.0
1650978887.0,3.0,63.0
1650978887.0,9.0,78.0
1650978888.0,6.0,79.0
1650978888.0,3.0,63.0
1650978888.0,1.0,60.0
1650978889.0,1.0,57.0
1650978890.0,6.0,85.0
1650978890.0,3.0,70.0
1650978890.0,9.0,92.0
1650978900.0,6.0,78.0
1650978901.0,1.0,56.0
1650978902.0,6.0,77.0
1650978902.0,3.0,67.0
1650978903.0,6.0,74.0
1650978903.0,9.0,79.0
1650978904.0,1.0,60.0
1650978905.0,6.0,83.0
1650978905.0,9.0,80.0
1650978906.0,6.0,77.0
1650978906.0,3.0,71.0
1650978906.0,9.0,81.0
1650978907.0,6.0,70.0
1650978907.0,1.0,53.0
1650978908.0,1.0,60.0
1650978909.0,3.0,64.0
1650978910.0,1.0,65.0
1650978911.0,6.0,85.0
1650978911.0,3.0,64.0
1650978911.0,9.0,85.0
1650978912.0,1.0,65.0
1650978913.0,6.0,84.0
1650978913.0,3.0,68.0
1650978914.0,6.0,80.0
1650978914.0,1.0,57.0
1650978915.0,3.0,68.0
1650978915.0,1.0,56.0
1650978916.0,6.0,79.0
1650978916.0,3.0,73.0
1650978917.0,1.0,54.0
1650978918.0,6.0,70.0
1650978918.0,3.0,64.0
1650978919.0,9.0,88.0
1650978920.0,6.0,75.0
1650978920.0,3.0,72.0
1650978921.0,1.0,65.0
1650978921.0,3.0,70.0
1650978922.0,6.0,85.0
1650978922.0,9.0,92.0
1650978923.0,3.0,64.0
1650978923.0,9.0,85.0
1650978924.0,6.0,85.0
1650978924.0,1.0,65.0
1650978924.0,3.0,64.0
1650978925.0,6.0,85.0
1650978925.0,9.0,82.0
1650978926.0,3.0,68.0
1650978927.0,1.0,57.0
1650978927.0,3.0,68.0
1650978927.0,9.0,79.0
1650978928.0,6.0,80.0
1650978928.0,3.0,68.0
1650978929.0,6.0,80.0
1650978930.0,6.0,81.0
1650978930.0,1.0,57.0
1650978930.0,3.0,68.0
1650978931.0,1.0,57.0
1650978932.0,1.0,57.0
1650978932.0,3.0,68.0
1650978933.0,6.0,75.0
1650978933.0,9.0,83.0
1650978934.0,3.0,64.0
1650978936.0,6.0,70.0
1650978936.0,3.0,64.0
1650978937.0,1.0,65.0
1650978939.0,3.0,64.0
1650978940.0,6.0,91.0
1650978940.0,9.0,92.0
1650978940.0,1.0,71.0
1650978941.0,3.0,69.0
1650978942.0,1.0,61.0
1650978942.0,9.0,88.0
1650978943.0,6.0,81.0
1650978943.0,9.0,83.0
1650978944.0,6.0,79.0
1650978944.0,3.0,72.0
1650978945.0,1.0,55.0
1650978946.0,6.0,70.0
1650978946.0,3.0,64.0
1650978946.0,9.0,83.0
1650978948.0,6.0,70.0
1650978948.0,9.0,83.0
1650978950.0,6.0,82.0
1650978950.0,1.0,54.0
1650978950.0,3.0,64.0
1650978950.0,1.0,73.0
1650978951.0,3.0,64.0
1650978952.0,6.0,84.0
1650978952.0,1.0,65.0
1650978952.0,9.0,89.0
1650978953.0,1.0,57.0
1650978954.0,3.0,68.0
1650978955.0,1.0,57.0
1650978955.0,3.0,68.0
1650978955.0,9.0,83.0
1650978955.0,6.0,81.0
1650978957.0,1.0,56.0
1650978957.0,3.0,72.0
1650978957.0,6.0,80.0
1650978957.0,9.0,84.0
1650978959.0,6.0,70.0
1650978959.0,1.0,54.0
1650978959.0,9.0,82.0
